-0.14,-2.31,9.8,0.49,-1.4,0.12
-0.15,-2.35,9.71,0.43,-1.22,0.3
-0.16,-2.34,9.68,0.49,-1.4,0.18
-0.2,-2.41,9.66,0.3,-1.34,0.3
-0.17,-2.45,9.65,0.37,-1.22,0.18
-0.12,-2.4,9.65,0.43,-1.52,0.37
-0.14,-2.3,9.66,0.49,-1.46,0.37
-0.11,-2.34,9.7,0.43,-1.1,0.49
-0.15,-2.35,9.68,0.49,-1.22,0.3
-0.2,-2.4,9.64,0.49,-1.16,0.37
-0.14,-2.41,9.6,0.43,-1.34,0.37
-0.16,-2.38,9.69,0.43,-1.16,0.49
-0.16,-2.38,9.68,0.67,-1.1,0.3
-0.15,-2.34,9.64,0.55,-1.1,0.37
-0.13,-2.4,9.72,0.37,-1.28,0.3
-0.17,-2.39,9.66,0.55,-1.34,0.3
-0.19,-2.35,9.66,0.43,-1.16,0.43
-0.17,-2.43,9.7,0.55,-1.28,0.3
-0.18,-2.39,9.65,0.49,-1.22,0.06
-0.15,-2.35,9.75,0.49,-1.34,0.37
-0.16,-2.38,9.66,0.61,-1.34,0.37
-0.2,-2.33,9.68,0.43,-1.46,0.24
-0.13,-2.41,9.73,0.43,-1.28,0.3
-0.08,-2.35,9.71,0.49,-1.28,0.24
-0.16,-2.42,9.73,0.73,-1.4,0.37
-0.11,-2.36,9.64,0.37,-1.28,0.37
-0.09,-2.36,9.69,0.67,-1.16,0.3
-0.15,-2.28,9.72,0.37,-1.22,0.24
-0.13,-2.35,9.62,0.43,-1.22,0.43
-0.14,-2.45,9.68,0.73,-1.22,0.43
-0.16,-2.44,9.72,0.43,-1.34,0.06
-0.16,-2.4,9.69,0.67,-1.34,0.3
-0.15,-2.34,9.75,0.61,-1.22,0.3
-0.17,-2.37,9.71,0.55,-1.1,0.06
-0.12,-2.25,9.71,0.61,-1.34,0.37
-0.1,-2.41,9.7,0.61,-1.34,0.18
-0.11,-2.39,9.67,0.61,-1.28,0.43
-0.14,-2.4,9.69,0.49,-1.16,0.43
-0.17,-2.38,9.65,0.49,-1.4,0.12
-0.11,-2.28,9.79,0.43,-1.4,0.18
-0.15,-2.34,9.72,0.43,-1.28,0.37
-0.15,-2.35,9.61,0.49,-0.85,0.18
-0.17,-2.37,9.66,0.43,-1.16,0.24
-0.16,-2.44,9.63,0.61,-1.22,0.3
-0.19,-2.4,9.61,0.43,-1.22,0.18
-0.17,-2.34,9.63,0.61,-1.28,0.12
-0.11,-2.4,9.68,0.49,-1.1,0.12
-0.13,-2.32,9.58,0.49,-1.22,0.18
-0.13,-2.34,9.63,0.49,-1.28,0.37
-0.08,-2.42,9.74,0.49,-1.28,0.3
-0.15,-2.44,9.73,0.37,-1.1,0.37
-0.15,-2.36,9.59,0.43,-1.22,0.37
-0.11,-2.42,9.71,0.61,-1.34,0.3
-0.16,-2.33,9.62,0.61,-1.28,0.3
-0.13,-2.41,9.73,0.37,-1.52,0.12
-0.14,-2.36,9.78,0.18,-1.22,0.24
-0.16,-2.42,9.72,0.43,-1.28,0.18
-0.18,-2.41,9.71,0.55,-1.28,0.06
-0.17,-2.33,9.87,0.43,-1.1,0.24
-0.15,-2.38,9.6,0.49,-1.28,0.12
-0.11,-2.29,9.65,0.67,-1.22,0.12
-0.12,-2.4,9.74,0.61,-1.16,0.3
-0.19,-2.39,9.68,0.55,-1.28,0.37
-0.13,-2.46,9.63,0.79,-1.34,0.43
-0.16,-2.39,9.66,0.73,-1.28,0.12
-0.17,-2.39,9.62,0.55,-1.22,0.18
-0.13,-2.31,9.67,0.37,-1.4,0.24
-0.11,-2.31,9.71,0.49,-1.28,0.55
-0.12,-2.39,9.75,0.49,-1.34,0.24
-0.14,-2.37,9.7,0.43,-1.22,0.43
-0.11,-2.42,9.69,0.61,-0.98,0.37
-0.18,-2.43,9.66,0.67,-1.16,0.3
-0.22,-2.37,9.68,0.49,-1.16,0.3
-0.17,-2.34,9.68,0.43,-1.34,0.37
-0.12,-2.37,9.7,0.55,-1.28,0.06
-0.12,-2.33,9.7,0.37,-1.46,0.37
-0.16,-2.38,9.83,0.43,-1.4,0.24
-0.14,-2.36,9.75,0.24,-1.22,0.37
-0.13,-2.38,9.64,0.67,-1.34,0.18
-0.12,-2.41,9.68,0.55,-1.28,0.3
-0.15,-2.32,9.66,0.55,-1.34,0.37
-0.07,-2.33,9.68,0.67,-1.34,0.18
-0.14,-2.35,9.66,0.61,-1.28,0.18
-0.13,-2.42,9.68,0.61,-1.4,0.18
-0.17,-2.46,9.63,0.49,-1.34,0.37
-0.11,-2.38,9.66,0.49,-1.28,0.37
-0.11,-2.31,9.64,0.3,-1.28,0.24
-0.14,-2.33,9.67,0.49,-1.34,0.3
-0.12,-2.31,9.73,0.49,-1.34,0.49
-0.15,-2.4,9.62,0.49,-1.1,0.18
-0.16,-2.43,9.61,0.43,-1.16,0.24
-0.17,-2.37,9.74,0.37,-1.46,0.3
-0.1,-2.41,9.65,0.55,-1.4,0.43
-0.12,-2.34,9.68,0.55,-1.1,0.18
-0.13,-2.37,9.69,0.43,-1.4,0.18
-0.19,-2.34,9.63,0.49,-1.34,0.24
-0.13,-2.43,9.72,0.37,-1.46,0.18
-0.17,-2.4,9.65,0.49,-1.34,0.3
-0.13,-2.42,9.67,0.55,-1.4,0.49
-0.14,-2.36,9.68,0.61,-1.16,0.18
-0.14,-2.37,9.67,0.43,-1.22,0.43
-0.11,-2.31,9.55,0.55,-1.34,0.3
-0.17,-2.4,9.74,0.67,-1.46,0.24
-0.16,-2.44,9.63,0.43,-1.4,0.3
-0.13,-2.43,9.66,0.67,-1.22,0.37
-0.19,-2.4,9.62,0.49,-1.16,0.18
-0.12,-2.38,9.65,0.37,-1.28,0.24
-0.12,-2.34,9.54,0.37,-1.46,0.3
-0.09,-2.38,9.64,0.37,-1.28,0.12
-0.16,-2.4,9.69,0.61,-1.34,0.43
-0.13,-2.41,9.72,0.55,-1.22,0.43
-0.19,-2.37,9.72,0.49,-1.22,0.12
-0.15,-2.34,9.71,0.55,-1.28,0.24
-0.13,-2.35,9.7,0.43,-1.16,0.24
-0.13,-2.35,9.61,0.37,-1.22,0.37
-0.15,-2.3,9.66,0.43,-1.22,0.24
-0.15,-2.45,9.61,0.37,-1.28,0.24
-0.17,-2.44,9.67,0.43,-1.16,0.49
-0.17,-2.39,9.71,0.49,-1.28,0.43
-0.07,-2.34,9.61,0.67,-1.1,0.18
0.04,-2.35,9.75,-0.73,-0.91,0.3
-0.23,-2.48,9.64,3.54,-1.71,0.49
-0.17,-2.47,9.57,-0.18,-0.73,0.24
-0.15,-2.39,9.67,-0.79,-2.13,0.79
-0.13,-2.32,9.65,-0.85,-1.04,-0.12
-0.24,-2.34,10.13,20.67,7.68,8.41
6.26,-4.48,9.21,32.74,-12.93,26.71
-1.92,-3.18,9.32,62.13,18.54,27.13
-2.43,-4.22,11.6,131.1,-4.7,15.55
-1.72,-9.03,14.41,126.95,-35.91,15.61
1.45,-8.51,11.33,77.32,-10.18,16.95
3.03,-7.72,10.02,73.6,35.67,15.79
1.94,-6.99,12.34,114.94,13.84,-2.01
0.06,-6.93,12.94,96.4,-0.12,0.55
-0.36,-6.16,10.85,94.27,-16.1,3.05
-1.06,-5.65,9.56,95.55,-36.1,3.84
-0.73,-5.95,8.43,80.73,-53.41,-2.44
-0.33,-6.62,8.34,69.57,-53.6,-7.13
-0.4,-6.36,8.62,51.95,-36.28,-10
-0.11,-7.39,9.75,37.99,-31.16,-10.73
0.45,-7.81,10.42,20.12,-17.56,-9.02
0.58,-6.73,11.79,-11.59,14.82,-6.4
-0.51,-5.8,9.29,-43.78,27.68,-6.34
-0.23,-7.06,7.42,-47.38,22.8,-9.88
-1.3,-6.14,10.27,-38.6,13.23,-7.74
-0.11,-3.88,10.42,-29.02,-2.38,-2.74
0.85,-4.61,7.23,-13.54,18.35,-10.98
-0.9,-4.4,10.22,-8.84,21.4,-6.1
0.55,-3.15,10.75,-17.8,43.72,0.67
0.37,-3.56,10.5,-30.85,57.62,15.49
-0.21,-4.33,9.41,-26.83,44.39,23.9
0.04,-4.09,8.82,-23.54,35.43,22.68
0.75,-3.98,10.12,-24.63,46.52,25.79
0.26,-3.86,8.9,-31.34,52.68,26.4
1.18,-3.89,9.7,-33.41,49.27,25.37
1.56,-3.76,9.16,-41.16,47.01,20.06
1.6,-4.48,8.39,-37.07,32.07,20.3
1.59,-4.33,9.16,-35,16.1,23.35
1.08,-4.5,9.02,-26.04,1.52,24.63
0.89,-4.15,8.96,-24.82,-2.56,24.69
1.14,-4.07,8.85,-21.4,4.63,20.49
0.84,-3.55,8.83,-17.74,21.52,14.02
0.13,-3.69,8.26,-14.09,27.07,14.51
1.5,-3.32,9.57,-9.39,24.39,19.57
0.97,-3.69,8.65,3.9,23.54,20.98
0.53,-3.61,7.73,10.49,3.78,21.04
1.12,-4.07,7.5,15.18,-3.05,20.55
1.58,-3.7,7.87,16.1,-7.68,20.73
1.42,-3.85,8,7.5,-10.67,24.45
1.24,-4.26,7.7,7.07,-9.27,22.74
1.11,-4.57,7.23,17.68,-6.52,18.72
1.29,-4.8,7.72,30.61,-9.27,16.16
0.63,-5.4,7.26,34.82,-2.32,14.15
-0.24,-5.34,7.33,35.79,2.8,6.52
1.25,-4.79,7.28,35.55,-4.02,2.07
1.2,-4.81,7.73,31.04,-14.27,2.74
1.82,-4.1,8.39,20.67,-36.46,10.49
1.16,-4.42,8.03,14.39,-45.49,10.73
0.54,-4.75,7.16,7.26,-52.44,9.39
0.9,-4.35,7.19,-4.09,-52.13,13.72
1.19,-3.89,7.35,-8.84,-44.15,14.21
0.34,-4.41,7.11,-10.67,-41.52,10
0.52,-4.24,7.12,-9.57,-40.79,5.43
0.43,-4.52,6.89,-6.16,-34.21,-1.04
1.64,-4.25,7.27,0.49,-41.28,-0.73
2.49,-4.02,6.55,5.98,-52.56,-6.28
1.95,-3.73,6.08,13.23,-66.34,-15.67
0.75,-3.35,7.28,2.2,-70.97,-9.88
0.61,-4.28,6.34,8.05,-70.18,0
0.72,-2.94,8.1,5.67,-46.1,-2.99
0.81,-3.64,7.65,11.89,-15.06,-11.1
1.62,-2.8,7.6,21.77,11.4,-13.35
1.9,-2.87,8.34,22.8,22.99,-14.88
1.24,-3.1,8.02,22.19,22.8,-16.65
0.53,-3.49,8.06,19.21,15.06,-17.93
0.05,-3.72,8.92,13.78,9.27,-16.95
-0.32,-3.92,9.39,2.5,20.06,-18.23
-0.33,-4.35,9.65,-6.71,32.07,-16.28
-0.17,-4.6,9.07,-11.71,35.43,-17.01
-0.06,-4.4,8.96,-24.09,31.71,-17.44
0.02,-4.74,8.42,-32.87,26.28,-15.73
-0.15,-5.4,8.13,-30.91,19.57,-14.63
-0.29,-5.86,8.16,-21.16,11.52,-11.4
-0.17,-5.59,9.09,-15.67,7.13,-9.94
-0.86,-4.54,10.13,-11.52,10.85,-9.94
-0.9,-4.5,9.43,-2.62,13.05,-7.99
-0.3,-3.85,8.33,-1.28,6.65,-6.34
-0.52,-3.23,7.57,-6.34,4.02,-2.87
-1,-3.57,7.37,-7.62,-0.73,2.56
-1.19,-3.79,7.3,-6.04,-8.35,10.98
-1.19,-3.81,8.13,-7.38,-12.01,20.73
-1.32,-3.88,8.5,-5.24,-9.7,28.23
-1.45,-3.9,8.56,2.44,-9.82,31.89
-1.67,-3.63,8.55,5.55,-12.19,30.12
-1.27,-3.24,8.53,1.59,-8.48,26.77
-1.37,-2.97,8.46,-3.54,-5.12,28.78
-1.03,-2.41,8.04,-1.95,-2.26,30.06
-0.07,-2.41,7.98,3.72,5.18,29.69
0,-1.79,7.66,11.52,9.33,26.95
0.06,-2.05,7.37,12.74,5.67,28.72
-0.07,-2.32,7.02,12.44,-1.71,30.67
0.33,-2.15,7.2,10.37,-3.9,32.44
0.48,-1.58,7.81,2.74,0.37,29.45
0.33,-2.04,7.62,-2.87,4.15,24.39
0.08,-2.51,6.75,-3.41,-2.32,20.67
0.27,-2.87,7.2,-12.8,-13.96,20.06
0.53,-3.15,7.98,-22.87,-17.87,17.56
1.34,-3.75,9.37,-30.37,-10.67,14.27
1.9,-3.82,10.24,-34.02,5.43,10.3
1.47,-3.67,10.28,-30.12,16.28,4.88
1.31,-3.56,10.19,-23.11,16.16,0.12
0.96,-3.5,10.16,-20,3.84,0.3
0.9,-4.02,9.75,-16.59,-8.29,2.56
0.84,-4.45,9.99,-14.33,-18.41,2.87
0.64,-4.25,10.01,-12.13,-24.33,6.95
0.81,-3.62,10.33,-8.78,-26.28,12.19
1.19,-3.2,10.6,-6.28,-22.38,15.37
1.73,-2.63,10.88,-5.79,-9.45,15.3
1.49,-2.67,10.63,-2.38,7.74,15.67
0.78,-2.79,10.03,-0.79,23.11,17.01
0.56,-2.8,9.81,1.28,29.27,22.19
0.98,-2.98,9.83,2.8,31.59,26.65
1.72,-2.89,9.97,2.2,32.5,27.93
2.37,-3.03,9.32,2.07,28.66,25.61
2.79,-2.98,8.64,5.24,20.91,18.54
3.21,-2.73,8.36,5.61,8.23,8.78
3.55,-2.37,8.47,0.85,-7.26,0.43
3.69,-2.18,8.7,-7.26,-22.19,-8.84
3.67,-2.13,8.39,-14.45,-44.33,-14.82
3.63,-2.18,7.86,-20.85,-61.52,-21.34
4.02,-2.18,7.77,-26.59,-72.01,-27.8
4.46,-2.09,8.04,-31.52,-70.06,-34.45
4.55,-2,8.46,-34.39,-53.54,-41.22
5,-1.97,8.4,-35.3,-21.22,-46.52
5.75,-2.01,9.14,-39.76,12.38,-50.73
5.88,-2.18,9.3,-41.1,41.1,-54.21
5.6,-1.92,8.84,-37.38,47.8,-63.35
5.83,-1.73,8.59,-47.07,61.52,-69.82
5.54,-1.82,10.13,-57.93,69.82,-66.22
5.87,-2.73,9.65,-47.38,60,-62.38
5.7,-2.4,10.12,-36.95,53.17,-62.38
5.36,-3.11,10.55,-30.67,47.26,-56.95
5.62,-3.76,11.58,-32.5,47.19,-48.66
5.11,-3.61,12.28,-24.51,48.23,-45.67
4.18,-3,13.27,-20.73,43.17,-40.61
3.68,-2.25,12.95,-10.49,32.99,-35.73
3.31,-1.55,12.31,-0.43,21.34,-34.76
3.07,-1.6,12.85,-2.32,8.6,-35.91
2.17,-2.15,13.41,-4.57,-0.67,-36.28
1.04,-3.17,13.45,1.22,-1.77,-37.74
-0.11,-3.61,13.43,7.26,-7.68,-40.06
-0.58,-3.23,13.1,11.16,-7.93,-39.27
-0.59,-3.21,12.59,8.23,-12.13,-37.26
-0.97,-3.07,11.33,5.24,-18.54,-38.72
-1.3,-2.76,10.35,4.15,-25.91,-38.23
-2.03,-2.31,10.05,1.4,-30.98,-28.17
-2.87,-2.19,9.89,0.55,-28.05,-14.15
-3.52,-1.91,9.9,3.6,-20.67,-2.44
-3.97,-1.77,10.11,2.62,-7.62,4.02
-3.97,-1.53,9.57,-1.04,-0.55,12.38
-3.71,-1.4,8.64,-1.1,-2.68,21.52
-3.71,-1.3,8.13,-1.22,-7.68,28.35
-3.74,-1.24,7.77,-4.33,-10.24,32.07
-3.43,-1.24,7.2,-6.59,-10.67,34.09
-3.54,-0.99,7.28,-10.3,-9.21,34.21
-3.45,-0.94,7.72,-15.43,-5.43,33.23
-3.58,-1.14,7.95,-20.3,4.33,32.01
-3.75,-1.03,7.37,-24.39,11.52,30
-4.04,-1.44,7.06,-26.34,13.11,27.68
-4.22,-1.38,6.84,-25,10.18,23.96
-4.64,-1.31,7.06,-25.37,2.2,21.95
-5.15,-1.08,6.86,-23.9,-9.15,24.21
-5.57,-1.48,6.49,-14.69,-18.05,26.89
-5.86,-1.57,7.07,-6.16,-16.59,27.01
-5.25,-1.74,7.09,-1.77,-9.51,22.8
-4.68,-1.85,7.27,1.46,-2.44,18.96
-4.31,-1.76,8.03,2.38,11.77,13.23
-4.26,-2.02,8.34,2.8,27.93,6.71
-4.29,-2.25,8.83,3.72,38.66,2.2
-4.16,-1.9,10.04,-3.66,42.19,-1.59
-4.18,-1.56,10.74,-8.35,36.95,-0.79
-3.88,-1.72,11.17,-6.34,32.8,1.71
-3.25,-2.2,11.17,-0.91,30.55,-1.1
-2.92,-1.98,12.32,-2.93,23.9,-6.83
-2.59,-1.37,12.72,-8.96,10.61,-6.4
-1.28,-1.43,12.3,-7.01,5.06,-4.63
-0.78,-2,12.98,-8.29,5.06,-11.1
-0.67,-1.34,13.61,-11.59,-6.71,-15.73
-0.79,-1.08,13.58,-10.18,-25.37,-6.77
-0.02,-0.93,14.15,-14.82,-41.04,1.34
-0.06,-1.28,14.24,-23.29,-40.3,1.52
0.45,-0.84,13.98,-35.67,-31.65,0.98
0.61,-0.59,13.42,-57.19,-31.89,7.99
0.34,-0.94,13.33,-79.15,-45,27.07
0.49,-0.41,14.15,-91.34,-57.26,49.39
0.75,0.06,14.42,-88.35,-60.37,74.15
1.13,0.21,14.27,-66.04,-65.3,98.17
1.94,0.68,14.38,-42.5,-73.72,115.79
2.72,1.65,13.91,-20.12,-85.36,128.84
3.27,2.27,13.33,-9.63,-88.17,130.73
3.54,2.66,12.58,-9.09,-86.52,126.65
3.96,3.29,12.45,-24.57,-87.38,120
4.55,4.42,12.73,-43.66,-78.11,107.56
4.68,4.87,12.61,-52.32,-62.87,85.79
4.91,4.21,12.2,-35.98,-43.17,65.97
5.41,3.77,11.27,-4.45,-25.18,55.85
5.76,3.64,9.87,20.61,-9.15,45.67
6.49,3.53,9.01,34.63,9.88,35.91
7,3.33,7.86,43.05,30.91,25.61
7.44,3.2,6.26,50.61,47.93,16.1
7.55,2.98,4.87,49.02,52.38,5.67
7.45,2.87,4.05,41.46,49.69,-1.83
7.08,2.53,4.11,32.99,46.28,-7.68
6.86,1.84,4.29,28.05,45.49,-13.66
6.99,1.21,5.15,21.77,60.49,-16.83
7.14,0.92,4.72,21.04,72.26,-20.91
7.2,0.73,4.95,18.48,83.72,-26.52
6.87,0.27,5.52,16.1,89.94,-30
6.99,-0.08,5.7,14.88,84.63,-32.07
7.37,0.51,6.08,24.09,61.4,-34.15
7.63,0.79,6.27,33.41,27.5,-35.67
7.48,0.82,6.5,36.89,1.65,-39.15
7.37,0.3,7.34,28.72,-10.3,-42.01
6.94,0.11,8.02,17.99,-9.94,-47.74
7.08,-0.19,9.5,13.11,-3.29,-58.23
7.01,-0.78,10.29,16.52,7.8,-67.26
6.9,-1.21,10.97,23.11,21.34,-72.68
7.03,-2.18,12.21,31.95,45.3,-75.55
6.78,-2.56,12.6,37.56,57.38,-78.23
6.04,-2.76,12.79,41.52,52.07,-75.3
4.63,-3.01,13.36,41.1,43.35,-66.77
3.53,-2.91,13.75,34.76,51.65,-56.28
2.64,-3.75,13.83,34.02,70,-50.67
-0.2,-4.56,13.08,30.37,87.19,-31.1
-0.05,-3.4,13.39,-4.27,101.28,-4.27
1.15,-3.32,14.16,-15,111.95,4.09
2.21,-2.76,13.65,-27.56,101.04,6.4
2.18,-2.71,13.81,-30.43,83.17,-1.22
2.07,-2.52,13.36,-28.66,65.67,-9.45
1.39,-2.13,13.69,-32.56,57.99,-17.87
0.71,-1.67,13.24,-37.44,55.3,-24.82
0.07,-1.25,12.78,-41.34,50.55,-28.17
-0.46,-1.06,12.92,-46.95,44.33,-28.35
-0.62,-0.67,13.07,-54.45,41.83,-24.09
-1.05,-0.18,13.11,-58.05,40.73,-20.12
-1.15,-0.15,12.47,-55.61,39.21,-16.16
-0.74,0.18,11.75,-52.19,35.37,-14.15
-0.1,0.29,11.57,-50.91,26.77,-12.44
-0.24,0.47,10.88,-45,15.91,-17.07
-0.39,0.8,9.56,-37.74,2.07,-25.18
-0.67,0.89,8.95,-36.22,-9.33,-31.46
-0.97,1.06,8.42,-35.43,-8.48,-36.22
-1.26,1.16,8.21,-35.3,-3.78,-38.29
-1.57,1.12,8.1,-32.56,-10.85,-37.07
-1.85,1.11,7.93,-18.78,-22.32,-34.94
-2.47,0.97,7.84,-9.39,-32.32,-30.3
-2.76,1.07,7.69,-3.11,-33.96,-24.51
-3.35,0.95,7.82,1.04,-29.21,-16.52
-3.86,0.53,7.81,2.87,-21.1,-6.95
-4.11,0.22,7.7,3.05,-14.76,2.32
-4.02,0.1,7.86,0.3,-13.54,7.56
-3.49,0.18,7.57,4.21,-8.17,11.65
-3.08,0.06,7.75,7.38,3.54,13.6
-2.88,0.29,8.28,6.16,17.38,16.95
-2.62,0.25,8.8,6.34,26.77,20
-2.68,0.08,10.2,6.77,32.07,24.51
-2.49,-0.21,10.93,11.59,27.26,28.05
-2.06,-0.24,10.75,18.54,11.46,31.59
-1.65,-0.36,10.72,31.1,-7.2,37.87
-1.81,-0.85,11.34,33.41,-7.44,44.08
-1.62,-0.84,12.42,24.88,0.12,47.93
-0.88,-0.89,12.87,20.85,12.74,52.32
0.12,-0.83,11.98,18.72,20.24,50.37
0.89,-1.02,11.74,16.16,14.27,46.28
1.87,-1.52,11.95,24.27,-4.63,37.93
3.23,-0.95,12.47,13.48,-55.37,40.37
2.15,-1.56,13.23,14.63,-73.05,35.67
2.22,-1.68,14.98,3.9,-71.46,34.39
3.06,-1.25,15.61,-8.17,-52.74,35.12
4.72,-0.87,15.83,-16.65,-43.29,33.72
6.25,-0.41,16.4,-16.16,-29.51,32.19
7.11,1.66,15.62,-15.06,-26.4,30.91
8.48,1.56,13.9,-20.18,-37.74,28.6
8.37,1.44,12.55,-18.17,-59.76,34.57
7.82,1.52,11.99,-18.29,-76.89,43.84
7.88,2.04,11.58,-15.61,-84.27,51.95
8.18,1.98,10.93,-5.67,-82.38,59.51
